Область,Регион,Город,Гор.район,Квартал,Улица,Дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Матросова улиц.,134А дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,улица Дзержинского,98А д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Советская улиц.,56 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,9-го Января проезд,101 д.
Самарская обл.,,г.Тольятти,микро район Комсомольский,,улица Фадеева,Д.60А
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,улица Дзержинского,94 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Транспортная ул.,здание 27
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,10,Ст. Разина пр-кт.,19А дом
Самарская обл.,Ставропольский р-н,с.Подстепки,,,Зелёная ул.,26 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.1,улица Революционная,28А д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Горького,59 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Огородный проезд,Д.17
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Коммунальная ул.,39 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Сосновый  2-Й проезд,здание 8
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Ясеневая,Д.7
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Ул.Железнодорожная,33 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,9 к.,Свердлова ул.,7Г дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Пехотный проезд,здание 66
Самарская обл.,Ставропольский р-н,ПСК Ягодное,,,улица Центральная,23 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,31 квартал,Ул.Юбилейная,8 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Кирова ул.,68 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,КВ.18,Ул.70 лет Октября,38-Т дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,улица Коммунистическая,100 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Жилина,9 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,улица Вокзальная,17 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Новопромышленная улиц.,22 А дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,улица Шлюзовая,35/55 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Тверской проезд,94 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Ул.Громовой,31Г дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Северная ул.,65 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Северная ул.,67 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.21,Южное ш.,19 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Ул.Юбилейная,40 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Хрящевское ш.,АЗС дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,20 кв,Льва Яшина ул.,16 дом
Самарская обл.,Ставропольский р-н,Ягодное село,,,Вишневая ул.,31 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Мира,Д.50
